Reading,Receive,Value,Unit,Data Quality,River Stage,Rain Increment,Flow Volume,collectiontime,Lat_deg,Lon_deg
2025-06-01 17:30:00,2025-06-01 18:22:12,4.8,ft,A,4.8,0.0,12.8,2025-06-01 17:30:00,30.18611,-93.90833
2025-06-01 17:15:00,2025-06-01 18:22:12,4.7,ft,A,4.7,0.0,12.2,2025-06-01 17:15:00,30.18611,-93.90833
2025-06-01 17:00:00,2025-06-01 17:37:11,4.7,ft,A,4.7,0.0,12.4,2025-06-01 17:00:00,30.18611,-93.90833
2025-06-01 16:45:00,2025-06-01 17:37:11,4.7,ft,A,4.7,0.0,12.4,2025-06-01 16:45:00,30.18611,-93.90833
2025-06-01 16:30:00,2025-06-01 17:37:11,4.7,ft,A,4.7,0.0,12.4,2025-06-01 16:30:00,30.18611,-93.90833
2025-06-01 16:15:00,2025-06-01 17:37:11,4.7,ft,A,4.7,0.0,12.4,2025-06-01 16:15:00,30.18611,-93.90833
2025-06-01 16:00:00,2025-06-01 16:22:11,4.7,ft,A,4.7,0.0,12.0,2025-06-01 16:00:00,30.18611,-93.90833
2025-06-01 15:45:00,2025-06-01 16:22:11,4.8,ft,A,4.8,0.0,13.0,2025-06-01 15:45:00,30.18611,-93.90833
2025-06-01 15:30:00,2025-06-01 16:22:11,4.8,ft,A,4.8,0.0,13.2,2025-06-01 15:30:00,30.18611,-93.90833
2025-06-01 15:15:00,2025-06-01 16:22:11,4.8,ft,A,4.8,0.0,13.2,2025-06-01 15:15:00,30.18611,-93.90833
2025-06-01 15:00:00,2025-06-01 15:22:10,4.8,ft,A,4.8,0.0,13.0,2025-06-01 15:00:00,30.18611,-93.90833
2025-06-01 14:45:00,2025-06-01 15:22:10,4.8,ft,A,4.8,0.0,12.6,2025-06-01 14:45:00,30.18611,-93.90833
2025-06-01 14:30:00,2025-06-01 15:22:10,4.8,ft,A,4.8,0.0,14.0,2025-06-01 14:30:00,30.18611,-93.90833
2025-06-01 14:15:00,2025-06-01 15:22:10,4.8,ft,A,4.8,0.0,13.8,2025-06-01 14:15:00,30.18611,-93.90833
2025-06-01 14:00:00,2025-06-01 14:22:11,4.8,ft,A,4.8,0.0,13.8,2025-06-01 14:00:00,30.18611,-93.90833
2025-06-01 13:45:00,2025-06-01 14:22:11,4.8,ft,A,4.8,0.0,13.8,2025-06-01 13:45:00,30.18611,-93.90833
2025-06-01 13:30:00,2025-06-01 14:22:11,4.8,ft,A,4.8,0.0,13.2,2025-06-01 13:30:00,30.18611,-93.90833
2025-06-01 13:15:00,2025-06-01 14:22:11,4.8,ft,A,4.8,0.0,12.8,2025-06-01 13:15:00,30.18611,-93.90833
2025-06-01 13:00:00,2025-06-01 13:22:13,4.8,ft,A,4.8,0.0,14.0,2025-06-01 13:00:00,30.18611,-93.90833
2025-06-01 12:45:00,2025-06-01 13:22:13,4.8,ft,A,4.8,0.0,14.0,2025-06-01 12:45:00,30.18611,-93.90833
2025-06-01 12:30:00,2025-06-01 13:22:13,4.8,ft,A,4.8,0.0,13.8,2025-06-01 12:30:00,30.18611,-93.90833
2025-06-01 12:15:00,2025-06-01 13:22:13,4.8,ft,A,4.8,0.0,13.4,2025-06-01 12:15:00,30.18611,-93.90833
2025-06-01 12:00:00,2025-06-01 12:22:10,4.8,ft,A,4.8,0.0,12.8,2025-06-01 12:00:00,30.18611,-93.90833
2025-06-01 11:45:00,2025-06-01 12:22:10,4.8,ft,A,4.8,0.0,13.6,2025-06-01 11:45:00,30.18611,-93.90833
2025-06-01 11:30:00,2025-06-01 12:22:10,4.8,ft,A,4.8,0.0,13.8,2025-06-01 11:30:00,30.18611,-93.90833
2025-06-01 11:15:00,2025-06-01 12:22:10,4.8,ft,A,4.8,0.0,13.8,2025-06-01 11:15:00,30.18611,-93.90833
2025-06-01 11:00:00,2025-06-01 11:22:11,4.8,ft,A,4.8,0.0,13.8,2025-06-01 11:00:00,30.18611,-93.90833
2025-06-01 10:45:00,2025-06-01 11:22:11,4.8,ft,A,4.8,0.0,13.6,2025-06-01 10:45:00,30.18611,-93.90833
2025-06-01 10:30:00,2025-06-01 11:22:11,4.8,ft,A,4.8,0.0,13.4,2025-06-01 10:30:00,30.18611,-93.90833
2025-06-01 10:15:00,2025-06-01 11:22:11,4.8,ft,A,4.8,0.0,14.5,2025-06-01 10:15:00,30.18611,-93.90833
2025-06-01 10:00:00,2025-06-01 10:22:12,4.8,ft,A,4.8,0.0,14.3,2025-06-01 10:00:00,30.18611,-93.90833
2025-06-01 09:45:00,2025-06-01 10:22:12,4.8,ft,A,4.8,0.0,14.3,2025-06-01 09:45:00,30.18611,-93.90833
2025-06-01 09:30:00,2025-06-01 10:22:12,4.8,ft,A,4.8,0.0,14.0,2025-06-01 09:30:00,30.18611,-93.90833
2025-06-01 09:15:00,2025-06-01 10:22:12,4.8,ft,A,4.8,0.0,13.4,2025-06-01 09:15:00,30.18611,-93.90833
2025-06-01 09:00:00,2025-06-01 09:22:12,4.8,ft,A,4.8,0.0,13.4,2025-06-01 09:00:00,30.18611,-93.90833
2025-06-01 08:45:00,2025-06-01 09:22:12,4.8,ft,A,4.8,0.0,13.6,2025-06-01 08:45:00,30.18611,-93.90833
2025-06-01 08:30:00,2025-06-01 09:22:12,4.8,ft,A,4.8,0.0,14.5,2025-06-01 08:30:00,30.18611,-93.90833
2025-06-01 08:15:00,2025-06-01 09:22:12,4.8,ft,A,4.8,0.0,13.6,2025-06-01 08:15:00,30.18611,-93.90833
2025-06-01 08:00:00,2025-06-01 08:22:13,4.8,ft,A,4.8,0.0,12.8,2025-06-01 08:00:00,30.18611,-93.90833
2025-06-01 07:45:00,2025-06-01 08:22:13,4.8,ft,A,4.8,0.0,13.2,2025-06-01 07:45:00,30.18611,-93.90833
2025-06-01 07:30:00,2025-06-01 08:22:13,4.8,ft,A,4.8,0.0,14.3,2025-06-01 07:30:00,30.18611,-93.90833
2025-06-01 07:15:00,2025-06-01 08:22:13,4.8,ft,A,4.8,0.0,14.0,2025-06-01 07:15:00,30.18611,-93.90833
2025-06-01 07:00:00,2025-06-01 07:37:13,4.8,ft,A,4.8,0.0,14.3,2025-06-01 07:00:00,30.18611,-93.90833
2025-06-01 06:45:00,2025-06-01 07:37:13,4.8,ft,A,4.8,0.0,13.6,2025-06-01 06:45:00,30.18611,-93.90833
2025-06-01 06:30:00,2025-06-01 07:37:13,4.8,ft,A,4.8,0.0,13.6,2025-06-01 06:30:00,30.18611,-93.90833
2025-06-01 06:15:00,2025-06-01 07:37:13,4.9,ft,A,4.9,0.0,15.8,2025-06-01 06:15:00,30.18611,-93.90833
2025-06-01 06:00:00,2025-06-01 06:37:12,4.8,ft,A,4.8,0.0,14.3,2025-06-01 06:00:00,30.18611,-93.90833
2025-06-01 05:45:00,2025-06-01 06:37:12,4.8,ft,A,4.8,0.0,14.7,2025-06-01 05:45:00,30.18611,-93.90833
2025-06-01 05:30:00,2025-06-01 06:37:12,4.8,ft,A,4.8,0.0,14.5,2025-06-01 05:30:00,30.18611,-93.90833
2025-06-01 05:15:00,2025-06-01 06:37:12,4.8,ft,A,4.8,0.0,14.0,2025-06-01 05:15:00,30.18611,-93.90833
2025-06-01 05:00:00,2025-06-01 05:22:10,4.8,ft,A,4.8,0.0,13.8,2025-06-01 05:00:00,30.18611,-93.90833
2025-06-01 04:45:00,2025-06-01 05:22:10,4.8,ft,A,4.8,0.0,13.6,2025-06-01 04:45:00,30.18611,-93.90833
2025-06-01 04:30:00,2025-06-01 05:22:10,4.8,ft,A,4.8,0.0,14.0,2025-06-01 04:30:00,30.18611,-93.90833
2025-06-01 04:15:00,2025-06-01 05:22:10,4.8,ft,A,4.8,0.0,14.0,2025-06-01 04:15:00,30.18611,-93.90833
2025-06-01 04:00:00,2025-06-01 04:22:14,4.8,ft,A,4.8,0.0,13.6,2025-06-01 04:00:00,30.18611,-93.90833
2025-06-01 03:45:00,2025-06-01 04:22:14,4.8,ft,A,4.8,0.0,13.8,2025-06-01 03:45:00,30.18611,-93.90833
2025-06-01 03:30:00,2025-06-01 04:22:14,4.8,ft,A,4.8,0.0,14.0,2025-06-01 03:30:00,30.18611,-93.90833
2025-06-01 03:15:00,2025-06-01 04:22:14,4.8,ft,A,4.8,0.0,14.3,2025-06-01 03:15:00,30.18611,-93.90833
2025-06-01 03:00:00,2025-06-01 03:37:13,4.8,ft,A,4.8,0.0,14.5,2025-06-01 03:00:00,30.18611,-93.90833
2025-06-01 02:45:00,2025-06-01 03:37:13,4.8,ft,A,4.8,0.0,14.3,2025-06-01 02:45:00,30.18611,-93.90833
2025-06-01 02:30:00,2025-06-01 03:37:13,4.8,ft,A,4.8,0.0,13.6,2025-06-01 02:30:00,30.18611,-93.90833
2025-06-01 02:15:00,2025-06-01 03:37:13,4.8,ft,A,4.8,0.0,13.6,2025-06-01 02:15:00,30.18611,-93.90833
2025-06-01 02:00:00,2025-06-01 02:22:12,4.9,ft,A,4.9,0.0,15.4,2025-06-01 02:00:00,30.18611,-93.90833
2025-06-01 01:45:00,2025-06-01 02:22:12,4.8,ft,A,4.8,0.0,14.5,2025-06-01 01:45:00,30.18611,-93.90833
2025-06-01 01:30:00,2025-06-01 02:22:12,4.8,ft,A,4.8,0.0,14.5,2025-06-01 01:30:00,30.18611,-93.90833
2025-06-01 01:15:00,2025-06-01 02:22:12,4.8,ft,A,4.8,0.0,13.8,2025-06-01 01:15:00,30.18611,-93.90833
2025-06-01 01:00:00,2025-06-01 01:22:11,4.8,ft,A,4.8,0.0,14.3,2025-06-01 01:00:00,30.18611,-93.90833
2025-06-01 00:45:00,2025-06-01 01:22:11,4.8,ft,A,4.8,0.0,13.4,2025-06-01 00:45:00,30.18611,-93.90833
2025-06-01 00:30:00,2025-06-01 01:22:11,4.8,ft,A,4.8,0.0,13.8,2025-06-01 00:30:00,30.18611,-93.90833
2025-06-01 00:15:00,2025-06-01 01:22:11,4.8,ft,A,4.8,0.0,14.3,2025-06-01 00:15:00,30.18611,-93.90833
2025-06-01 00:00:00,2025-06-01 00:37:10,4.8,ft,A,4.8,0.0,14.0,2025-06-01 00:00:00,30.18611,-93.90833
2025-05-31 23:45:00,2025-06-01 00:37:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 23:45:00,30.18611,-93.90833
2025-05-31 23:30:00,2025-06-01 00:37:10,4.9,ft,A,4.9,0.0,14.9,2025-05-31 23:30:00,30.18611,-93.90833
2025-05-31 23:15:00,2025-06-01 00:37:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 23:15:00,30.18611,-93.90833
2025-05-31 23:00:00,2025-05-31 23:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 23:00:00,30.18611,-93.90833
2025-05-31 22:45:00,2025-05-31 23:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 22:45:00,30.18611,-93.90833
2025-05-31 22:30:00,2025-05-31 23:22:12,4.8,ft,A,4.8,0.0,13.8,2025-05-31 22:30:00,30.18611,-93.90833
2025-05-31 22:15:00,2025-05-31 23:22:12,4.9,ft,A,4.9,0.0,15.6,2025-05-31 22:15:00,30.18611,-93.90833
2025-05-31 22:00:00,2025-05-31 22:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 22:00:00,30.18611,-93.90833
2025-05-31 21:45:00,2025-05-31 22:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 21:45:00,30.18611,-93.90833
2025-05-31 21:30:00,2025-05-31 22:22:12,4.8,ft,A,4.8,0.0,13.6,2025-05-31 21:30:00,30.18611,-93.90833
2025-05-31 21:15:00,2025-05-31 22:22:12,4.8,ft,A,4.8,0.0,14.0,2025-05-31 21:15:00,30.18611,-93.90833
2025-05-31 21:00:00,2025-05-31 21:22:13,4.8,ft,A,4.8,0.0,14.0,2025-05-31 21:00:00,30.18611,-93.90833
2025-05-31 20:45:00,2025-05-31 21:22:13,4.8,ft,A,4.8,0.0,14.0,2025-05-31 20:45:00,30.18611,-93.90833
2025-05-31 20:30:00,2025-05-31 21:22:13,4.8,ft,A,4.8,0.0,14.3,2025-05-31 20:30:00,30.18611,-93.90833
2025-05-31 20:15:00,2025-05-31 21:22:13,4.8,ft,A,4.8,0.0,14.3,2025-05-31 20:15:00,30.18611,-93.90833
2025-05-31 20:00:00,2025-05-31 20:22:12,4.8,ft,A,4.8,0.0,14.5,2025-05-31 20:00:00,30.18611,-93.90833
2025-05-31 19:45:00,2025-05-31 20:22:12,4.8,ft,A,4.8,0.0,13.6,2025-05-31 19:45:00,30.18611,-93.90833
2025-05-31 19:30:00,2025-05-31 20:22:12,4.8,ft,A,4.8,0.0,13.2,2025-05-31 19:30:00,30.18611,-93.90833
2025-05-31 19:15:00,2025-05-31 20:22:12,4.8,ft,A,4.8,0.0,13.8,2025-05-31 19:15:00,30.18611,-93.90833
2025-05-31 19:00:00,2025-05-31 19:22:09,4.8,ft,A,4.8,0.0,14.5,2025-05-31 19:00:00,30.18611,-93.90833
2025-05-31 18:45:00,2025-05-31 19:22:09,4.8,ft,A,4.8,0.0,14.7,2025-05-31 18:45:00,30.18611,-93.90833
2025-05-31 18:30:00,2025-05-31 19:22:09,4.8,ft,A,4.8,0.0,14.3,2025-05-31 18:30:00,30.18611,-93.90833
2025-05-31 18:15:00,2025-05-31 19:22:09,4.8,ft,A,4.8,0.0,13.8,2025-05-31 18:15:00,30.18611,-93.90833
2025-05-31 18:00:00,2025-05-31 18:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 18:00:00,30.18611,-93.90833
2025-05-31 17:45:00,2025-05-31 18:22:12,4.9,ft,A,4.9,0.0,15.4,2025-05-31 17:45:00,30.18611,-93.90833
2025-05-31 17:30:00,2025-05-31 18:22:12,4.8,ft,A,4.8,0.0,14.5,2025-05-31 17:30:00,30.18611,-93.90833
2025-05-31 17:15:00,2025-05-31 18:22:12,4.8,ft,A,4.8,0.0,13.4,2025-05-31 17:15:00,30.18611,-93.90833
2025-05-31 17:00:00,2025-05-31 17:22:10,4.8,ft,A,4.8,0.0,13.4,2025-05-31 17:00:00,30.18611,-93.90833
2025-05-31 16:45:00,2025-05-31 17:22:10,4.9,ft,A,4.9,0.0,14.9,2025-05-31 16:45:00,30.18611,-93.90833
2025-05-31 16:30:00,2025-05-31 17:22:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 16:30:00,30.18611,-93.90833
2025-05-31 16:15:00,2025-05-31 17:22:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 16:15:00,30.18611,-93.90833
2025-05-31 16:00:00,2025-05-31 16:22:12,4.8,ft,A,4.8,0.0,14.5,2025-05-31 16:00:00,30.18611,-93.90833
2025-05-31 15:45:00,2025-05-31 16:22:12,4.8,ft,A,4.8,0.0,14.0,2025-05-31 15:45:00,30.18611,-93.90833
2025-05-31 15:30:00,2025-05-31 16:22:12,4.8,ft,A,4.8,0.0,14.0,2025-05-31 15:30:00,30.18611,-93.90833
2025-05-31 15:15:00,2025-05-31 16:22:12,4.8,ft,A,4.8,0.0,13.8,2025-05-31 15:15:00,30.18611,-93.90833
2025-05-31 15:00:00,2025-05-31 15:22:10,4.9,ft,A,4.9,0.0,16.3,2025-05-31 15:00:00,30.18611,-93.90833
2025-05-31 14:45:00,2025-05-31 15:22:10,4.9,ft,A,4.9,0.0,15.1,2025-05-31 14:45:00,30.18611,-93.90833
2025-05-31 14:30:00,2025-05-31 15:22:10,4.8,ft,A,4.8,0.0,14.0,2025-05-31 14:30:00,30.18611,-93.90833
2025-05-31 14:15:00,2025-05-31 15:22:10,4.8,ft,A,4.8,0.0,14.0,2025-05-31 14:15:00,30.18611,-93.90833
2025-05-31 14:00:00,2025-05-31 14:22:12,4.8,ft,A,4.8,0.0,14.3,2025-05-31 14:00:00,30.18611,-93.90833
2025-05-31 13:45:00,2025-05-31 14:22:12,4.9,ft,A,4.9,0.0,15.4,2025-05-31 13:45:00,30.18611,-93.90833
2025-05-31 13:30:00,2025-05-31 14:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 13:30:00,30.18611,-93.90833
2025-05-31 13:15:00,2025-05-31 14:22:12,4.9,ft,A,4.9,0.0,16.7,2025-05-31 13:15:00,30.18611,-93.90833
2025-05-31 13:00:00,2025-05-31 13:22:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 13:00:00,30.18611,-93.90833
2025-05-31 12:45:00,2025-05-31 13:22:10,4.8,ft,A,4.8,0.0,14.3,2025-05-31 12:45:00,30.18611,-93.90833
2025-05-31 12:30:00,2025-05-31 13:22:10,4.8,ft,A,4.8,0.0,14.5,2025-05-31 12:30:00,30.18611,-93.90833
2025-05-31 12:15:00,2025-05-31 13:22:10,4.8,ft,A,4.8,0.0,14.7,2025-05-31 12:15:00,30.18611,-93.90833
2025-05-31 12:00:00,2025-05-31 12:22:12,4.9,ft,A,4.9,0.0,14.9,2025-05-31 12:00:00,30.18611,-93.90833
2025-05-31 11:45:00,2025-05-31 12:22:12,4.9,ft,A,4.9,0.0,14.9,2025-05-31 11:45:00,30.18611,-93.90833
2025-05-31 11:30:00,2025-05-31 12:22:12,4.9,ft,A,4.9,0.0,14.9,2025-05-31 11:30:00,30.18611,-93.90833
2025-05-31 11:15:00,2025-05-31 12:22:12,4.8,ft,A,4.8,0.0,14.0,2025-05-31 11:15:00,30.18611,-93.90833
2025-05-31 11:00:00,2025-05-31 11:22:12,4.8,ft,A,4.8,0.0,14.7,2025-05-31 11:00:00,30.18611,-93.90833
2025-05-31 10:45:00,2025-05-31 11:22:12,4.9,ft,A,4.9,0.0,15.4,2025-05-31 10:45:00,30.18611,-93.90833
2025-05-31 10:30:00,2025-05-31 11:22:12,4.9,ft,A,4.9,0.0,15.1,2025-05-31 10:30:00,30.18611,-93.90833
